target,model_name,algorithm_name,train_suite,test_suite,mae_train,mdae_train,r2_train,mae_test,mdae_test,r2_test
log_precision,knn,RealSpacePSO,cec2015,cec2013,0.6700045381957176,0.5896038661294574,0.24056669962876942,1.0087281757848343,0.6909143127277555,0.0363101711678645
log_precision,knn,RealSpacePSO,cec2015,cec2014,0.6700045381957176,0.5896038661294574,0.24056669962876942,0.8643524171866314,0.8373152570511345,0.07689092261467556
log_precision,knn,RealSpacePSO,cec2015,cec2017,0.6700045381957176,0.5896038661294574,0.24056669962876942,0.8744213862930746,0.7915278233032272,0.03933597301460667
log_precision,knn,RealSpacePSO,cec2015,bbob,0.6700045381957176,0.5896038661294574,0.24056669962876942,1.7486129988335957,1.9270157107211374,-9.883918452911518
log_precision,knn,RealSpacePSO,cec2017,cec2013,0.6076722890784734,0.45651682539393046,0.45553521329933666,0.924985931402195,0.7640170022103963,0.1518858722890697
log_precision,knn,RealSpacePSO,cec2017,cec2014,0.6076722890784734,0.45651682539393046,0.45553521329933666,0.7506098099071743,0.5657026605328557,0.2799216036592357
log_precision,knn,RealSpacePSO,cec2017,cec2015,0.6076722890784734,0.45651682539393046,0.45553521329933666,0.7239167773799527,0.40156968748546706,-0.0007479560726697532
log_precision,knn,RealSpacePSO,cec2017,bbob,0.6076722890784734,0.45651682539393046,0.45553521329933666,1.7638182758367904,1.7606119813080237,-10.105184148772725
log_precision,knn,RealSpacePSO,bbob,cec2013,0.20388101891480526,0.12729726600342273,0.7224478798323868,1.562861167719895,1.4964095406322813,-1.4304657870929627
log_precision,knn,RealSpacePSO,bbob,cec2014,0.20388101891480526,0.12729726600342273,0.7224478798323868,1.6856688887351945,1.9703332500278221,-2.113116698685
log_precision,knn,RealSpacePSO,bbob,cec2015,0.20388101891480526,0.12729726600342273,0.7224478798323868,2.3208777214102057,2.3998362058255136,-5.17510838897642
log_precision,knn,RealSpacePSO,bbob,cec2017,0.20388101891480526,0.12729726600342273,0.7224478798323868,1.9467254871437238,2.26702386811698,-3.1162041374653127
log_precision,knn,CMA,cec2013,cec2014,0.7388255796926052,0.7618304540951624,0.5226091019640802,0.9094754198405258,0.8483486689878231,-0.007103018703387143
log_precision,knn,CMA,cec2013,cec2015,0.7388255796926052,0.7618304540951624,0.5226091019640802,0.9209796048440343,0.8267468073810942,-0.3230125489067157
log_precision,knn,CMA,cec2013,cec2017,0.7388255796926052,0.7618304540951624,0.5226091019640802,0.9449455933768492,1.0195743107179425,-0.6266578631749924
log_precision,knn,CMA,cec2013,bbob,0.7388255796926052,0.7618304540951624,0.5226091019640802,1.2218320909430695,1.164771759562219,-6.393439785012674
log_precision,knn,CMA,cec2014,cec2013,0.7055722770651344,0.5190483171362628,0.36407683309813865,1.202921959995468,1.3382441817113802,-0.0799987720822255
log_precision,knn,CMA,cec2014,cec2015,0.7055722770651344,0.5190483171362628,0.36407683309813865,0.8693413441331398,0.8504868234441165,-0.19040874876802705
log_precision,knn,CMA,cec2014,cec2017,0.7055722770651344,0.5190483171362628,0.36407683309813865,0.7890943523595438,0.8017299182989157,-0.1560412427088551
log_precision,knn,CMA,cec2014,bbob,0.7055722770651344,0.5190483171362628,0.36407683309813865,1.269568360197943,1.38276962862516,-6.457412762262924
log_precision,knn,CMA,cec2015,cec2013,0.6859951476977914,0.5805344959599803,0.20519428184198796,1.0427005806495047,1.0736579526771108,0.0052913434175901886
log_precision,knn,CMA,cec2015,cec2014,0.6859951476977914,0.5805344959599803,0.20519428184198796,0.9426088473497295,0.9102663744211458,-0.17631353346949474
log_precision,knn,CMA,cec2015,cec2017,0.6859951476977914,0.5805344959599803,0.20519428184198796,0.6265333958846716,0.5110127263991824,0.17844249918267996
log_precision,knn,CMA,cec2015,bbob,0.6859951476977914,0.5805344959599803,0.20519428184198796,1.7001358820177415,1.8697736652338666,-11.248792508138692
log_precision,knn,CMA,cec2017,cec2013,0.5797112278592166,0.4790474731481642,0.26065075922098524,1.057183775570186,0.7720422078568614,-0.09537974945335814
log_precision,knn,CMA,cec2017,cec2014,0.5797112278592166,0.4790474731481642,0.26065075922098524,0.9818537718879966,0.7243987900576375,-0.36296186726500035
log_precision,knn,CMA,cec2017,cec2015,0.5797112278592166,0.4790474731481642,0.26065075922098524,0.7817141365649211,0.6680203659789963,-0.016897427596757275
log_precision,knn,CMA,cec2017,bbob,0.5797112278592166,0.4790474731481642,0.26065075922098524,2.060135007543626,2.1458107874059325,-16.488302788140057
log_precision,knn,CMA,bbob,cec2013,0.14530734364864498,0.043436809222036556,0.7707103224338013,1.6060702469134853,2.1198287112853693,-1.4660991960086975
log_precision,knn,CMA,bbob,cec2014,0.14530734364864498,0.043436809222036556,0.7707103224338013,1.354022998081198,1.5765419626031907,-1.6363977681601152
log_precision,knn,CMA,bbob,cec2015,0.14530734364864498,0.043436809222036556,0.7707103224338013,1.8252532807646946,2.0043213651495293,-3.62033041905016
log_precision,knn,CMA,bbob,cec2017,0.14530734364864498,0.043436809222036556,0.7707103224338013,1.9641843724037817,2.0112469321369137,-4.945182034047994
log_precision,svm,DE,cec2013,cec2014,0.38008478864150463,0.10037252497820859,0.7406157775846907,0.9009243148565671,0.9476313525181038,-0.43622888478836863
log_precision,svm,DE,cec2013,cec2015,0.38008478864150463,0.10037252497820859,0.7406157775846907,0.6309202954699338,0.4232819639718186,-0.020940222876460135
log_precision,svm,DE,cec2013,cec2017,0.38008478864150463,0.10037252497820859,0.7406157775846907,0.7873826229382127,0.7409393682566857,-0.2531312839385167
log_precision,svm,DE,cec2013,bbob,0.38008478864150463,0.10037252497820859,0.7406157775846907,1.0964712403725125,1.1301351755955045,-4.144071228491924
log_precision,svm,DE,cec2014,cec2013,0.24913687995550754,0.10240599820693014,0.8349722041699874,0.8737291003552796,0.7187257899078058,-0.11440077777258661
log_precision,svm,DE,cec2014,cec2015,0.24913687995550754,0.10240599820693014,0.8349722041699874,0.5566774036026857,0.3834701042960202,0.27342173727351815
log_precision,svm,DE,cec2014,cec2017,0.24913687995550754,0.10240599820693014,0.8349722041699874,0.654836059826805,0.533743786816784,0.14013185600378253
log_precision,svm,DE,cec2014,bbob,0.24913687995550754,0.10240599820693014,0.8349722041699874,0.8304263631952573,0.7094921304915055,-2.3556690079123697
log_precision,svm,DE,cec2015,cec2013,0.3021389462392983,0.10025482576245404,0.6782225594015805,0.8022570101925969,0.7703638360437207,0.16423073164041158
log_precision,svm,DE,cec2015,cec2014,0.3021389462392983,0.10025482576245404,0.6782225594015805,0.6823135614328267,0.7279432572285969,0.16883481961526192
log_precision,svm,DE,cec2015,cec2017,0.3021389462392983,0.10025482576245404,0.6782225594015805,0.6591105811875364,0.6318133171539323,0.14612735727919623
log_precision,svm,DE,cec2015,bbob,0.3021389462392983,0.10025482576245404,0.6782225594015805,1.0641002723985558,1.0612174790374649,-3.7855501411479864
log_precision,svm,DE,cec2017,cec2013,0.32956929538317503,0.13674891433599667,0.6764345726555328,0.8724963422556539,0.7100758543099936,-0.013220645297092881
log_precision,svm,DE,cec2017,cec2014,0.32956929538317503,0.13674891433599667,0.6764345726555328,0.6543621737800313,0.6330544155307158,0.24787363377291072
log_precision,svm,DE,cec2017,cec2015,0.32956929538317503,0.13674891433599667,0.6764345726555328,0.5628852222657752,0.36131562820063445,0.09423721903814475
log_precision,svm,DE,cec2017,bbob,0.32956929538317503,0.13674891433599667,0.6764345726555328,1.0267805275970994,1.0086443038171393,-3.624899880326458
log_precision,svm,DE,bbob,cec2013,0.1852645698884091,0.10022550778652689,0.7593340248535113,1.2690595127146103,1.0310825793213565,-1.2127268592429448
log_precision,svm,DE,bbob,cec2014,0.1852645698884091,0.10022550778652689,0.7593340248535113,0.8405606993657209,0.46360395798827814,-0.6401602742423147
log_precision,svm,DE,bbob,cec2015,0.1852645698884091,0.10022550778652689,0.7593340248535113,1.239254644996215,1.1820638147245501,-2.228816430593535
log_precision,svm,DE,bbob,cec2017,0.1852645698884091,0.10022550778652689,0.7593340248535113,1.0268609950692924,0.782807140061568,-1.3447194216397702
log_precision,svm,RealSpacePSO,cec2013,cec2014,0.4150663410701516,0.14608743540041602,0.7477121895124479,0.7569939993356932,0.7303264770957736,0.369344046911094
log_precision,svm,RealSpacePSO,cec2013,cec2015,0.4150663410701516,0.14608743540041602,0.7477121895124479,0.666640107115665,0.45184385083532197,0.24306543244565215
log_precision,svm,RealSpacePSO,cec2013,cec2017,0.4150663410701516,0.14608743540041602,0.7477121895124479,0.7487137593069716,0.5333412992062372,0.19105395828672844
log_precision,svm,RealSpacePSO,cec2013,bbob,0.4150663410701516,0.14608743540041602,0.7477121895124479,1.3828681200281396,1.576303939093822,-6.135601050831983
log_precision,svm,RealSpacePSO,cec2014,cec2013,0.33035240200704064,0.13923182358470032,0.8287509094469212,0.7908533780775824,0.6337046056489296,0.38518858173402337
log_precision,svm,RealSpacePSO,cec2014,cec2015,0.33035240200704064,0.13923182358470032,0.8287509094469212,0.6569486661254236,0.5757479658751521,0.36078443121131387
log_precision,svm,RealSpacePSO,cec2014,cec2017,0.33035240200704064,0.13923182358470032,0.8287509094469212,0.7298797070283277,0.4806531928538895,0.2871260072739267
log_precision,svm,RealSpacePSO,cec2014,bbob,0.33035240200704064,0.13923182358470032,0.8287509094469212,1.5054920188172674,1.6392502481339624,-7.114563889839836
log_precision,svm,RealSpacePSO,cec2015,cec2013,0.3812436973773368,0.1004258290438158,0.6921869375241664,0.9460084627191476,0.7723319925893046,0.058379976725387084
log_precision,svm,RealSpacePSO,cec2015,cec2014,0.3812436973773368,0.1004258290438158,0.6921869375241664,0.7692718658144245,0.502013814613323,0.19581476344819626
log_precision,svm,RealSpacePSO,cec2015,cec2017,0.3812436973773368,0.1004258290438158,0.6921869375241664,0.8109293493608334,0.5932869604888875,0.09612177793710575
log_precision,svm,RealSpacePSO,cec2015,bbob,0.3812436973773368,0.1004258290438158,0.6921869375241664,1.8983743342894541,1.943403415597393,-11.278808938910428
log_precision,svm,RealSpacePSO,cec2017,cec2013,0.38776718186906894,0.1004464905552721,0.6469959762707624,1.0350672331166786,0.8924849130572814,-0.03815011107668598
log_precision,svm,RealSpacePSO,cec2017,cec2014,0.38776718186906894,0.1004464905552721,0.6469959762707624,0.7867396219943844,0.5931492613061682,0.1984319725251673
log_precision,svm,RealSpacePSO,cec2017,cec2015,0.38776718186906894,0.1004464905552721,0.6469959762707624,0.7120963373483791,0.6408052293512325,0.11946838820099415
log_precision,svm,RealSpacePSO,cec2017,bbob,0.38776718186906894,0.1004464905552721,0.6469959762707624,1.6599142849060509,1.7109232097516598,-8.846756965641195
log_precision,svm,RealSpacePSO,bbob,cec2013,0.20502075389955585,0.10033199843186345,0.7347212474161744,1.4162605418112495,0.9684384517989585,-1.0081880013846365
log_precision,svm,RealSpacePSO,bbob,cec2014,0.20502075389955585,0.10033199843186345,0.7347212474161744,1.4483399670347867,1.6170950230779937,-1.2841790703717182
log_precision,svm,RealSpacePSO,bbob,cec2015,0.20502075389955585,0.10033199843186345,0.7347212474161744,1.898495690838149,1.8920095028041533,-3.4424646636211307
log_precision,svm,RealSpacePSO,bbob,cec2017,0.20502075389955585,0.10033199843186345,0.7347212474161744,1.6569811013854938,1.8142777262858545,-1.9136267491972485
log_precision,svm,CMA,cec2013,cec2014,0.4711808209283593,0.17493118553861775,0.6974036052657164,0.866967134884693,0.7919572570188954,0.011814241701870065
log_precision,svm,CMA,cec2013,cec2015,0.4711808209283593,0.17493118553861775,0.6974036052657164,0.7584717083236205,0.712543091754074,-0.04055833258799568
log_precision,svm,CMA,cec2013,cec2017,0.4711808209283593,0.17493118553861775,0.6974036052657164,0.6543832707062155,0.5512319854823384,0.1483178813498255
log_precision,svm,CMA,cec2013,bbob,0.4711808209283593,0.17493118553861775,0.6974036052657164,1.4020218411426688,1.4963220993105177,-8.142298662797344
log_precision,svm,CMA,cec2014,cec2013,0.4026138479562685,0.20422878442874054,0.7095627866333664,1.1729020888695687,1.3609616552220827,-0.055367796698118754
log_precision,svm,CMA,cec2014,cec2015,0.4026138479562685,0.20422878442874054,0.7095627866333664,0.6957245819368629,0.601646456523343,0.12913254622594106
log_precision,svm,CMA,cec2014,cec2017,0.4026138479562685,0.20422878442874054,0.7095627866333664,0.8006947789757412,0.7923652234956411,-0.16391735700100485
log_precision,svm,CMA,cec2014,bbob,0.4026138479562685,0.20422878442874054,0.7095627866333664,1.1928127208252812,1.2617770330101452,-5.67699239555007
log_precision,svm,CMA,cec2015,cec2013,0.35641349656175764,0.10011183805245816,0.7134152903592994,1.0518963522284517,1.0604577922037381,0.0454300317001094
log_precision,svm,CMA,cec2015,cec2014,0.35641349656175764,0.10011183805245816,0.7134152903592994,0.8305058528964891,0.819756158125207,0.07346606523748445
log_precision,svm,CMA,cec2015,cec2017,0.35641349656175764,0.10011183805245816,0.7134152903592994,0.7235862265190861,0.7313314257351899,-0.021017114875834908
log_precision,svm,CMA,cec2015,bbob,0.35641349656175764,0.10011183805245816,0.7134152903592994,1.5673239080281023,1.744711533441989,-9.496341658853837
log_precision,svm,CMA,cec2017,cec2013,0.317170199469063,0.10024714152559844,0.5755680062355675,1.0264592502094465,0.7888058578416779,-0.10974240638780275
log_precision,svm,CMA,cec2017,cec2014,0.317170199469063,0.10024714152559844,0.5755680062355675,0.9418805519922308,0.7274126605656765,-0.3191523099133813
log_precision,svm,CMA,cec2017,cec2015,0.317170199469063,0.10024714152559844,0.5755680062355675,0.7440468906752982,0.5844443715367795,-0.024243508210919806
log_precision,svm,CMA,cec2017,bbob,0.317170199469063,0.10024714152559844,0.5755680062355675,1.7875848446758256,1.9256509665274746,-12.466078130783522
log_precision,svm,CMA,bbob,cec2013,0.17653568317861545,0.09996826492218262,0.7309734863181374,1.5937740263409828,2.0079002214826125,-1.3675724254248731
log_precision,svm,CMA,bbob,cec2014,0.17653568317861545,0.09996826492218262,0.7309734863181374,1.2849960492417563,1.3621661708389905,-1.2610663089485583
log_precision,svm,CMA,bbob,cec2015,0.17653568317861545,0.09996826492218262,0.7309734863181374,1.6726347271394315,1.7713759346460547,-2.8396330915286425
log_precision,svm,CMA,bbob,cec2017,0.17653568317861545,0.09996826492218262,0.7309734863181374,1.841408040786235,1.8565488286170464,-4.163488512476888
